step,epoch,loss,grad_norm,learning_rate
10,0.0492,2.4483837127685546,5.0357985496521,2.9508196721311478e-06
20,0.0984,2.3103591918945314,3.8228366374969482,6.229508196721312e-06
30,0.1476,2.1570512771606447,3.4540672302246094,9.508196721311476e-06
40,0.1969,2.094843292236328,3.5794332027435303,1.2786885245901642e-05
50,0.2461,2.029948043823242,3.5940675735473633,1.6065573770491805e-05
60,0.2953,1.9584848403930664,3.3860576152801514,1.934426229508197e-05
70,0.3445,1.9698099136352538,3.7473456859588623,1.999766507253987e-05
80,0.3937,1.8545047760009765,3.2310168743133545,1.9988181298463962e-05
90,0.4429,1.8347375869750977,4.1178879737854,1.9971409659306517e-05
100,0.4922,1.863968849182129,3.534735918045044,1.9947362392474892e-05
110,0.5414,1.7966787338256835,3.5159811973571777,1.9916057044029887e-05
120,0.5906,1.7620838165283204,3.4482386112213135,1.987751645588325e-05
130,0.6398,1.7417770385742188,3.5356833934783936,1.9831768749131122e-05
140,0.689,1.7134078979492187,3.310112953186035,1.9778847303535507e-05
150,0.7382,1.7213184356689453,3.515676975250244,1.9718790733168772e-05
160,0.7875,1.7218090057373048,3.338298797607422,1.9651642858238914e-05
170,0.8367,1.6475297927856445,3.557542085647583,1.9577452673116225e-05
180,0.8859,1.567703914642334,3.729480266571045,1.949627431058458e-05
190,0.9351,1.5550601959228516,3.5381412506103516,1.9408167002343518e-05
200,0.9843,1.6184116363525392,3.1337783336639404,1.9313195035789917e-05
210,1.0295,1.2879338264465332,3.7870519161224365,1.921142770711075e-05
220,1.0787,1.0667558670043946,3.1579582691192627,1.9102939270721196e-05
230,1.128,1.0531187057495117,3.2956812381744385,1.898780888508502e-05
240,1.1772,1.0146685600280763,3.4272077083587646,1.8866120554956668e-05
250,1.2264,1.0431506156921386,3.9907948970794678,1.873796307008729e-05
260,1.2756,1.045964241027832,3.23767352104187,1.860342994043941e-05
270,1.3248,1.035403060913086,3.4980032444000244,1.8462619327957486e-05
280,1.374,1.070319366455078,3.218904733657837,1.8315633974944163e-05
290,1.4233,1.0655309677124023,4.049707889556885,1.8162581129094468e-05
300,1.4725,1.0790300369262695,3.413695812225342,1.800357246524264e-05
310,1.5217,1.05435791015625,3.8784382343292236,1.783872400387872e-05
320,1.5709,1.01103515625,3.59144926071167,1.766815602649436e-05
330,1.6201,1.0496066093444825,3.760957717895508,1.7491992987819526e-05
340,1.6693,1.045212173461914,3.6329896450042725,1.7310363425014267e-05
350,1.7185,1.0500933647155761,3.4744956493377686,1.7123399863881737e-05
360,1.7678,1.0359590530395508,3.9882664680480957,1.693123872217086e-05
370,1.817,1.0492047309875487,3.4918479919433594,1.6734020210039323e-05
380,1.8662,1.0620357513427734,4.127737522125244,1.6531888227749342e-05
390,1.9154,1.0694172859191895,4.088699817657471,1.6324990260671028e-05
400,1.9646,1.0243950843811036,3.719531297683716,1.6113477271669868e-05
410,2.0098,0.9554190635681152,3.821013927459717,1.5897503590956808e-05
420,2.0591,0.46830143928527834,4.700028896331787,1.567722680348142e-05
430,2.1083,0.47422237396240235,3.4423789978027344,1.545280763395021e-05
440,2.1575,0.4483058929443359,4.817010879516602,1.5224409829554017e-05
450,2.2067,0.44093751907348633,3.700087547302246,1.4992200040490072e-05
460,2.2559,0.42632131576538085,3.104665517807007,1.4756347698365871e-05
470,2.3051,0.4674959659576416,3.2843406200408936,1.4517024892573581e-05
480,2.3544,0.44940829277038574,3.3497719764709473,1.4274406244725233e-05
490,2.4036,0.42858662605285647,2.928283452987671,1.4028668781240242e-05
500,2.4528,0.43369641304016116,3.1800098419189453,1.37799918041783e-05
510,2.502,0.45901098251342776,3.3565480709075928,1.3528556760411822e-05
520,2.5512,0.48185338973999026,3.4605040550231934,1.3274547109233442e-05
530,2.6004,0.4476271152496338,3.5652670860290527,1.3018148188495156e-05
540,2.6496,0.45166449546813964,2.539170026779175,1.2759547079376766e-05
550,2.6989,0.47351875305175783,3.8188886642456055,1.2498932469882313e-05
560,2.7481,0.46881771087646484,3.800041675567627,1.2236494517164086e-05
570,2.7973,0.43883399963378905,3.253389835357666,1.1972424708774676e-05
580,2.8465,0.4729485034942627,3.298400640487671,1.1706915722948305e-05
590,2.8957,0.4623105525970459,3.9944610595703125,1.144016128801336e-05
600,2.9449,0.4193729877471924,3.863436698913574,1.1172356041038761e-05
610,2.9942,0.46257843971252444,3.4679250717163086,1.0903695385817224e-05
620,3.0394,0.2044827461242676,3.004703998565674,1.063437535028912e-05
630,3.0886,0.14748842716217042,2.693333864212036,1.0364592443510902e-05
640,3.1378,0.14893282651901246,2.873228073120117,1.0094543512272508e-05
650,3.187,0.14008985757827758,3.1580874919891357,9.824425597468325e-06
660,3.2362,0.14692342281341553,2.5745790004730225,9.554435790326499e-06
670,3.2855,0.1387263298034668,2.661487340927124,9.284771088601591e-06
680,3.3347,0.1438743829727173,2.841470241546631,9.015628252835354e-06
690,3.3839,0.1494733452796936,2.887871503829956,8.74720366279064e-06
700,3.4331,0.14779746532440186,2.5164778232574463,8.479693174163129e-06
710,3.4823,0.1464294672012329,2.719257116317749,8.213291975675453e-06
720,3.5315,0.14133257865905763,2.782517910003662,7.948194446657949e-06
730,3.5807,0.13888920545578004,2.3669724464416504,7.684594015220025e-06
740,3.63,0.13972392082214355,2.714524269104004,7.422683017115538e-06
750,3.6792,0.13854535818099975,2.432241201400757,7.162652555405254e-06
760,3.7284,0.1528306245803833,2.8012773990631104,6.90469236101869e-06
770,3.7776,0.14470417499542237,2.4305670261383057,6.648990654317191e-06
780,3.8268,0.14479823112487794,2.977689027786255,6.395734007759134e-06
790,3.876,0.13452845811843872,2.0041468143463135,6.1451072097675466e-06
800,3.9253,0.1450143575668335,2.9408063888549805,5.897293129899463e-06
810,3.9745,0.14001275300979615,2.696539878845215,5.6524725854153406e-06
