step,epoch,loss,grad_norm,learning_rate
10,0.0492,0.012545815110206604,0.46313124895095825,2.25e-06
20,0.0984,0.012818928062915801,0.3909260332584381,4.75e-06
30,0.1476,0.013502693176269532,0.6358187794685364,7.25e-06
40,0.1969,0.015124116837978364,0.5537541508674622,9.75e-06
50,0.2461,0.018923246860504152,1.360326886177063,9.996681412422939e-06
60,0.2953,0.024153216183185576,1.289146065711975,9.985215407172116e-06
70,0.3445,0.026834896206855773,1.4028021097183228,9.965579799654878e-06
80,0.3937,0.030451041460037232,1.141953468322754,9.93780676804019e-06
90,0.4429,0.032358625531196596,1.8843357563018799,9.90194182583218e-06
100,0.4922,0.03949216902256012,1.8613626956939697,9.858043747284159e-06
110,0.5414,0.03945005834102631,1.7903711795806885,9.806184471081359e-06
120,0.5906,0.03700276613235474,1.696727991104126,9.746448982450256e-06
130,0.6398,0.03967299461364746,1.8815937042236328,9.67893517388765e-06
140,0.689,0.03964910209178925,1.639725685119629,9.603753684737764e-06
150,0.7382,0.0416959673166275,1.7493939399719238,9.521027719880223e-06
160,0.7875,0.04183453619480133,1.4298268556594849,9.430892847826071e-06
170,0.8367,0.03910215198993683,1.6026986837387085,9.333496778552689e-06
180,0.8859,0.03462286293506622,1.8409925699234009,9.228999121441673e-06
190,0.9351,0.03650844991207123,1.726623773574829,9.117571123716392e-06
200,0.9843,0.0397709459066391,1.9144818782806396,8.99939538980783e-06
210,1.0295,0.03640767335891724,1.4859318733215332,8.874665582108625e-06
220,1.0787,0.034951788187026975,1.462882161140442,8.743586103605698e-06
230,1.128,0.03476255536079407,1.4659243822097778,8.606371762911556e-06
240,1.1772,0.03506473004817963,2.14395809173584,8.463247422243206e-06
250,1.2264,0.03250548541545868,2.2045741081237793,8.314447628925568e-06
260,1.2756,0.03721098005771637,1.5689992904663086,8.160216231023258e-06
270,1.3248,0.03360828757286072,2.297348737716675,8.000805977730633e-06
280,1.374,0.036364379525184634,1.5282608270645142,7.836478105174961e-06
290,1.4233,0.03660631775856018,1.7070988416671753,7.667501908311514e-06
300,1.4725,0.03397470712661743,3.0660765171051025,7.494154299612091e-06
310,1.5217,0.03150052428245544,2.3278491497039795,7.316719355270244e-06
320,1.5709,0.03446157574653626,1.8908618688583374,7.135487849666827e-06
330,1.6201,0.03415877819061279,1.793568730354309,6.950756778858777e-06
340,1.6693,0.03438594043254852,1.8175750970840454,6.762828873872036e-06
350,1.7185,0.031281974911689756,1.9151427745819092,6.572012104596189e-06
