step,epoch,loss,grad_norm,learning_rate
10,0.0045,2.2745197296142576,7.593162536621094,8.181818181818182e-07
20,0.0091,2.269914436340332,4.552239418029785,1.7272727272727275e-06
30,0.0136,2.1802932739257814,4.032642841339111,2.6363636363636364e-06
40,0.0181,2.1195280075073244,3.6084790229797363,3.5454545454545458e-06
50,0.0226,2.0779373168945314,3.6913692951202393,4.454545454545455e-06
60,0.0272,2.041986274719238,3.737043857574463,5.3636363636363645e-06
70,0.0317,2.1015758514404297,3.6950459480285645,6.2727272727272734e-06
80,0.0362,2.0188894271850586,3.452052116394043,7.181818181818182e-06
90,0.0407,2.040960502624512,3.4673047065734863,8.090909090909092e-06
100,0.0453,2.044677734375,3.5955564975738525,9e-06
110,0.0498,2.047331428527832,3.45889949798584,9.90909090909091e-06
120,0.0543,2.044447326660156,3.551673650741577,9.999546810725726e-06
130,0.0588,2.022795295715332,3.260481834411621,9.997980335989093e-06
140,0.0634,2.026877021789551,3.492063045501709,9.995295331348686e-06
150,0.0679,2.034445381164551,3.3853759765625,9.991492397698825e-06
160,0.0724,2.0446020126342774,3.267035484313965,9.98657238612229e-06
170,0.0769,1.9782238006591797,3.994828224182129,9.980536397699862e-06
180,0.0815,1.9990879058837892,3.277123212814331,9.973385783263893e-06
190,0.086,2.0402034759521483,3.3502676486968994,9.965122143096004e-06
200,0.0905,1.9871055603027343,3.213193893432617,9.95574732656895e-06
210,0.095,1.9329404830932617,3.162717580795288,9.945263431732722e-06
220,0.0996,1.9640029907226562,3.3837428092956543,9.933672804845031e-06
230,0.1041,1.9629955291748047,2.947611093521118,9.92097803984621e-06
240,0.1086,2.036570167541504,3.372218132019043,9.907181977778702e-06
250,0.1132,1.9925107955932617,3.4596312046051025,9.89228770615125e-06
260,0.1177,2.012240409851074,3.209768295288086,9.876298558247918e-06
270,0.1222,1.9897144317626954,3.1772308349609375,9.859218112382117e-06
280,0.1267,1.9416610717773437,3.5573744773864746,9.841050191095791e-06
290,0.1313,1.941046905517578,3.2843945026397705,9.821798860303949e-06
300,0.1358,1.9579149246215821,3.430304765701294,9.801468428384716e-06
310,0.1403,1.9609542846679688,3.3749074935913086,9.780063445215154e-06
320,0.1448,1.9093408584594727,3.2575883865356445,9.757588701152996e-06
330,0.1494,1.977902603149414,3.4305336475372314,9.734049225964591e-06
340,0.1539,1.9873050689697265,3.234321117401123,9.709450287699264e-06
350,0.1584,1.9996274948120116,3.025731325149536,9.683797391510335e-06
360,0.1629,1.9305484771728516,3.3423073291778564,9.657096278423093e-06
370,0.1675,1.9426605224609375,3.2650885581970215,9.629352924049975e-06
380,0.172,1.9735446929931642,3.104090452194214,9.600573537253244e-06
390,0.1765,1.936094093322754,3.1952102184295654,9.570764558755466e-06
400,0.181,2.010618209838867,3.525524854660034,9.539932659698108e-06
410,0.1856,1.945846176147461,3.0663959980010986,9.508084740148547e-06
420,0.1901,1.9811805725097655,3.0802524089813232,9.475227927555873e-06
430,0.1946,1.9754156112670898,3.1202964782714844,9.441369575155784e-06
440,0.1991,1.9454954147338868,3.1556718349456787,9.406517260324962e-06
450,0.2037,1.9764837265014648,3.357605457305908,9.37067878288528e-06
460,0.2082,1.930356216430664,3.089402914047241,9.333862163358239e-06
470,0.2127,1.9322065353393554,3.1315414905548096,9.296075641169986e-06
480,0.2172,2.0044906616210936,3.2642312049865723,9.257327672807383e-06
490,0.2218,1.9451105117797851,3.5949013233184814,9.217626929925459e-06
500,0.2263,1.9701658248901368,3.157907724380493,9.176982297406735e-06
510,0.2308,1.9589656829833983,3.113682270050049,9.13540287137281e-06
520,0.2354,1.9309675216674804,3.0439505577087402,9.092897957148691e-06
530,0.2399,1.9354297637939453,2.966351270675659,9.049477067180293e-06
540,0.2444,1.9455678939819336,2.8422350883483887,9.00514991890558e-06
550,0.2489,1.945136833190918,3.397366762161255,8.959926432579848e-06
560,0.2535,1.9299066543579102,3.184732437133789,8.913816729055606e-06
570,0.258,1.9880357742309571,3.1971187591552734,8.866831127517557e-06
580,0.2625,1.9437746047973632,2.980701446533203,8.818980143173212e-06
590,0.267,1.9152732849121095,3.5641028881073,8.770274484899622e-06
600,0.2716,1.930353546142578,3.098555326461792,8.720725052846766e-06
610,0.2761,1.9357711791992187,3.2110183238983154,8.670342935998141e-06
